"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043401","GO:0043401","steroid hormone mediated signaling pathway","55/5073","118/22841",3.7845536159476e-09,1.44958053171709e-07,8.70598148865726e-08,"Nr3c2/Yap1/Nr3c1/Rnf6/Strn3/Igf1/Clock/Sfrp1/Klf9/Cnot9/Ube3a/Lats1/Sirt1/Med1/Crebrf/Tmf1/Ep300/Ufsp2/Ncoa2/Kdm5d/Trerf1/Akap13/Arid1a/Kmt2d/Ncoa3/Ddx17/Zmiz1/Cnot1/Rbfox2/Ncor1/Rhoa/Pias2/Kdm3a/Bdnf/Ddx5/Arntl/Cry1/Trip4/Ar/Abhd2/Skp2/Peg13/Esr1/Parp1/Zfp366/Nkx3-1/Ppargc1b/Trim68/Cnot2/Jak2/Ubr5/Uba5/Ywhah/Calcoco1/Foxp1",55
"GO:0050807","GO:0050807","regulation of synapse organization","100/5073","263/22841",4.06110648205646e-09,1.53678693519689e-07,9.22973116504687e-08,"Epha4/Abhd17b/Negr1/Pik3r1/Homer1/Six4/Slitrk6/Fzd1/Cdh2/Adnp/Magi2/Caprin1/Pdlim5/C1ql3/Ube3a/Cask/Pten/Marcks/Rheb/Etv5/Gsk3b/Il1rap/Adam10/Afdn/Actr2/Malat1/Thbs2/Fmr1/Nrp2/Bhlhb9/Dag1/Picalm/Arhgap44/Abi2/Dnm1l/Adgrl2/Arf4/Egln1/Setd5/Cttnbp2/Gpm6a/Dlg5/Lrrk2/Epha7/Mecp2/Cyfip1/Opa1/Cdkl5/Vps35/App/Ntrk3/Pafah1b1/Ppp1r9a/Zdhhc15/Shank2/Lrrn1/Kalrn/Wnt5a/Eif4g1/Rhoa/Ephb1/Lrp8/Tanc1/Bdnf/Mef2c/Hnrnpk/Dab2ip/Prkca/Dhx36/Reln/Clstn2/Flrt2/Shank3/Stau2/Actr3/Sparcl1/Gpc4/Agrn/Ntrk1/Cux2/Amigo3/Myh10/Mfn2/Ctnna2/Zmynd8/Septin11/Tanc2/Amigo2/Efna5/Srpx2/Lrp4/Eef2k/Dnm3/Cdc42/Fcgr2b/Abhd17c/Nlgn2/Caprin2/Flrt3/Chmp2b",100
"GO:0019439","GO:0019439","aromatic compound catabolic process","153/5073","449/22841",4.08927048570175e-09,1.53678693519689e-07,9.22973116504687e-08,"Acat1/Cnot6l/Ago4/Paip1/Myef2/Pon3/Ttc37/Angel2/Nudt12/Prpf18/Apaf1/Smg1/Adal/Ythdf3/Pah/Larp4b/Tet1/Pum1/Gda/Tut4/Vegfa/Cyp2f2/Tent4b/Entpd5/Atm/Cnot9/Qk/Zfp36/Entpd4b/Nt5e/A1cf/Enpp4/Dcp2/Tet2/Upp2/Tob1/Cpeb3/Gigyf2/Entpd7/Zfp36l1/Tet3/Tent5a/Naf1/Pum2/Rgn/Pde5a/Alkbh5/Fmr1/Tent4a/Rnasel/Casc3/Entpd2/Tnrc6c/Slfn8/Cnot6/Grsf1/Nudt11/Rc3h2/Dpyd/Mettl14/Tut7/Mir196a-1/Entpd4/Tirap/Rock1/Tnrc6a/Ago2/Ncbp2/Cnot1/Smpdl3a/Rc3h1/Ido2/Mettl3/Zc3h12d/Rbm38/Tnrc6b/Helz2/Srsf1/Hprt/Cnot11/Ago3/Mtrex/Xrn1/Btg2/Mlh1/Dis3/Zfp36l2/Csde1/Rbm7/Dna2/Nudt19/Rock2/Ddx5/Dffb/Cacng7/Mex3d/Entpd1/Dhx36/Fastkd3/Enpp3/Igf2bp1/Celf1/Dkc1/Gspt1/Kmo/Pnpt1/Syncrip/Ago1/Pde12/Hnrnpr/Samhd1/Smg8/Tardbp/Dcp1a/Trdmt1/Axin2/Aasdhppt/Samd4/Fastkd1/Enpp5/Nudt15/Ctif/Dicer1/Magohb/Cnot7/Comt/Ythdf1/Tent5c/Xrn2/Hnrnpu/Cnot2/Secisbp2/Fus/Zc3hav1/Ncbp1/Pnrc2/Oas2/Traf3ip2/Tent2/Plekhn1/Maoa/Pabpc1/Larp1/Noct/Ampd3/Pop1/Dffa/Slc11a1/Khsrp/Patl1/Lsm1/Ugt1a7c/Pan3",153
"GO:0007033","GO:0007033","vacuole organization","77/5073","187/22841",4.26336775861962e-09,1.57240447896095e-07,9.4436452387369e-08,"Srpx/Acpp/C9orf72/Pik3c2a/Trp53inp1/Pikfyve/Snapin/Synpo2/Lrba/Snx7/Rab14/Ubxn2a/Arl8b/Smcr8/P2rx7/Atg3/Pik3c2b/Lyst/Rab1a/Trappc8/Epm2a/Wipi1/Ulk2/Hook1/Tmem106b/Atg14/Man2a1/Atp6ap2/Stx12/Gnptab/Mtm1/Ubqln1/Rb1cc1/Snx18/Lrrk2/Vps35/Rab3gap1/Tbc1d12/Atf2/Ubxn2b/Tmem165/Mfsd8/Tmem39a/Ppt1/Hook3/Hexb/Cln8/Rab23/Snx4/Abca1/Snx30/Atp10b/Atg13/Scfd1/Ift88/Vps33a/Sec22b/Zfyve26/Cln5/Mfn2/Ap4m1/Rab7b/Tbc1d14/Rab33b/Ext1/Ulk1/Pip4k2a/Atg12/Pip4k2c/Igtp/Sh3glb1/Mbtps1/Aktip/Vmp1/Mtmr3/Rab3gap2/Atg5",77
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","91/5073","233/22841",4.30492465297507e-09,1.57240447896095e-07,9.4436452387369e-08,"Cdk17/Cacul1/Bcl2/Plcb1/Rdx/Cdkn1b/Lats2/Sde2/Rbl1/Npat/Cenpj/Lats1/Gas1/Kcna5/Pkd2/Acvr1b/Pten/Dcun1d3/Ccnd2/Jade1/Crlf3/Rbl2/Gigyf2/Stxbp4/Appl1/Ccna2/Ccnd1/Cacnb4/Cul4a/Apc/Adamts1/Dlg1/Cul4b/Mn1/Phf8/Appl2/Kmt2e/Itgb1/Ddr2/Pkd1/Bach1/Zc3h12d/Rbm38/Nacc2/E2f5/Eif4g1/Camk2d/Casp2/Crebbp/Ankrd17/Tert/Rb1/Dact1/Hacd1/Ctdspl/Cdk14/Adam17/Klf4/Klf11/Rbbp8/Mtbp/Rps6kb1/Atp2b4/Ccnh/Skp2/Trim39/Ezh2/Pole/Ctdsp2/E2f3/Zfp655/Wac/Cdk7/Ddx3x/Nkx3-1/Mdm2/Acvr1/Camk2g/Fhl1/Brd4/Ino80/Cdkn1a/Cdk2/Psme3/Plk3/Hinfp/Eif4e/Plk2/Prkdc/Hyal1/Usp37",91
"GO:0009895","GO:0009895","negative regulation of catabolic process","115/5073","315/22841",4.61092877081458e-09,1.66739593162729e-07,1.00141508508081e-07,"Adra1a/Aqp11/Ric1/Epha4/Paip1/Azin1/Angel2/Tsc1/Bcl2/Smg1/Larp4b/Pdcl3/Vegfa/Tent4b/Smcr8/Adora1/Ppargc1a/Timp3/Qk/Zfp36/A1cf/Lrig2/Hipk2/Rybp/Tob1/Tent5a/Foxk1/Naf1/Rgn/Kdm4a/Ppara/Fmr1/Mtmr9/Tent4a/Mtm1/Bmf/Mycbp2/Usp25/Mtmr2/Stat3/Ptpn3/Ogt/Lrrk2/Eif4g2/Tirap/Prkaa1/Vps35/Lepr/Styx/Rbm38/Srsf1/Ncor1/Pde3b/Eif4g1/Furin/Marchf7/Etfbkmt/Irak3/Sdcbp/Csde1/Tmem39a/Timp2/Tnfaip3/Pik3cg/Npc1/Mdm4/Dab2ip/Ptpn22/Dhx36/Ophn1/Igf2bp1/Dkc1/Herc1/Mfsd2a/Atp2b4/Serpine2/Syncrip/Nampt/Trim39/Scfd1/Usp7/Mad2l1/Nrg1/Wac/Sec22b/Tigar/Tardbp/Trdmt1/Axin2/Rraga/Rubcn/Smad3/Dicer1/Rnf41/Smad4/Tbc1d14/Tent5c/Hnrnpu/Secisbp2/Adra2a/Senp1/Fus/Map1a/Gpld1/Hmgcr/Traf3ip2/Tent2/Usp14/Larp1/Hcar1/Noct/Dffa/Slc11a1/Crtc3/Foxk2",115
"GO:0043414","GO:0043414","macromolecule methylation","118/5073","326/22841",5.18879589134695e-09,1.84259907430498e-07,1.10663968513113e-07,"Alkbh8/Rif1/Nsun3/Mettl4/Asxl2/Cbll1/Arid4b/Rlf/Arid4a/Atrx/Nsun6/Jarid2/Mbd4/Tet1/Setdb2/Kdm4c/Kmt2c/Nsd3/Nfya/Kdm1b/Sirt1/Tet2/Trmt10a/Dnmt3a/Nr1h4/Gsk3b/Tet3/Wdr82/Virma/Mthfr/Kdm4a/Wt1/Tfb1m/Lcor/Mtr/Lcmt2/Kmt5b/Kmt2d/Nsd1/Setd5/Mtf2/Ash1l/Nfyb/Ogt/Paxip1/Mettl14/Kmt2a/Kmt2e/Ctnnb1/Mecp2/Rrp8/Atf7ip/Dot1l/Setd7/Mettl3/Ramac/Trmt12/Pik3ca/Suv39h2/Setd1b/Nsd2/Baz2a/Ezh1/Etfbkmt/Btg2/Mettl15/Crebbp/Tdrd5/Kdm3a/Hcfc1/Bmi1/Suz12/Tgs1/Trmt6/Bend3/Phf20/Gspt1/Grhl2/Smarca5/Ctcf/Paxbp1/Bcor/Ehmt1/Ezh2/Rbbp5/N6amt1/Parp1/Tarbp1/Trdmt1/Ncoa6/Satb1/Mphosph8/Rbm15/Prmt6/Setdb1/Kansl1/Iws1/Smad4/Brd4/Zmpste24/Trmt13/Rab6a/Mettl2/Tfb2m/Rsl1/Phf19/Rbm15b/Wdr5b/Mto1/Trmt10c/Cmtr2/Hdac2/Ppm1d/Nsun4/Zc3h13/Btg1/Thada/Ftx",118
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","133/5073","379/22841",5.43625879800761e-09,1.91981028932954e-07,1.15301167992636e-07,"Cenpa/Cnot6l/Nek2/Ddx6/C9orf72/Cep97/Lsm14a/Togaram1/Cflar/Tasor/Six4/Ythdf3/Mdn1/G3bp2/Tmod3/Cenpe/Clasp2/Kat2b/Rrs1/Cenpj/Prrc2c/Zfyve1/Mdm1/Tia1/Cenpn/Stag2/Synpo2l/Nebl/Pls1/Pum2/Prkar1a/Plk4/Ripor2/Rnf213/Kif3b/Vps4b/Cntrob/Akap13/Prox1/Cenpc1/Tubgcp4/Tubgcp3/Cnot6/Haus6/Tubgcp5/Ldb3/Cfl2/Pdgfra/Stard9/Cep152/Cep192/Map10/Itgb1/Map9/Prkaa2/Prkaa1/Bicd1/Cnot1/Rc3h1/Senp6/Cep76/Zfp207/Cep120/Chmp4c/Atxn2/Haus2/Alms1/Ncor1/Sh3pxd2b/Mlh1/Rhoa/Csde1/Mapre1/Msn/Cep72/Tnks/Mef2c/Cep135/Abraxas2/C2cd3/Atxn2l/Mis12/Ccp110/Cep44/Mapk8/Efl1/Mterf3/Pogz/Asap1/Arhgef10/Mrps2/Spice1/Myh10/Ddx3x/Mfn2/Mapk9/Chek2/Mef2a/Fbxo5/Rbm14/Dicer1/Tubgcp6/Cnot7/Eif2s1/Smad4/Ythdf1/Mapre2/Ino80/Hnrnpu/2610002M06Rik/Cnot2/Clasp1/Rnf4/Pibf1/Cdk2/Prc1/Mzt1/Pgm5/G3bp1/Kpnb1/Hdac2/Pwp2/Stag1/Noct/Plk2/Nsun4/Prkdc/Ezr/Foxp1/Kif9/Patl1/Pan3/Chmp2b",133
"GO:1990778","GO:1990778","protein localization to cell periphery","130/5073","369/22841",6.12388285243515e-09,2.13900869905822e-07,1.28465923283469e-07,"Lypla1/Rab11fip2/Gopc/Efr3b/Rab31/Pik3r1/Cnst/Fcho2/Sorbs1/Rdx/Ptch1/Fam126b/Kif5b/Cdh2/Epb41l2/Clasp2/Magi2/P2ry1/Fam126a/Cask/Ift80/Arl13b/Pigw/Slmap/Dennd4c/Pgap2/Rab10/Stx7/Gsk3b/Lztfl1/Adam10/Lrp6/Afdn/Myo5a/Lin7a/Pls1/Appl1/Sec23a/Epm2a/Ccdc88a/Dag1/Prkci/Picalm/Pals1/Arhgap44/Adam22/Dlg1/Bag4/Ehd3/Atp1b1/Stx3/Snx27/Kif13a/Scp2/Adcy6/Exoc5/Ppfia1/Tspan15/Rapgef6/Rap2a/Snap23/Gphn/Gnai1/Itgb1/Rock1/Pip5k1a/Vps35/Lin7c/Blzf1/Macf1/Kalrn/Golph3/Sptbn1/Atp2c1/Zdhhc23/Camk2d/Kif1b/Rhoq/Ttc8/Hectd1/Rapgef2/Prepl/Rock2/Rab12/Cdh1/Cacng7/Map2k1/Numb/Emp2/Rabep1/Golga4/Efr3a/Ar/Wdr72/Mex3b/Actr3/Atp2b4/C2cd5/Tspan14/Tspan5/Gpc4/Lrrc15/Phaf1/Tmed2/Pid1/Grip1/Epb41l3/Golph3l/Ehd2/Ank2/Fyb/Cacnb2/Camk2g/Tmem59/Wdr19/Nsf/Sec16a/Nectin3/Clip3/Myadm/Slc1a1/Arl6/Zdhhc2/Abca2/Grip2/Epb41/Ezr/Golga7/Sytl2/Efcab7",130
"GO:0001503","GO:0001503","ossification","144/5073","420/22841",7.40116605615148e-09,2.46985545672499e-07,1.48336124937027e-07,"Clec11a/Bmp2k/Ccn2/Acvr2a/Yap1/Asxl2/Chrdl1/Tmem64/Ahr/Mtss1/Bcl2/Nbr1/Sgms2/Kl/Igf1/Fzd1/Xylt1/Ptch1/Tmem38b/Sfrp1/Slc24a3/Vegfa/Lgr4/Pbx1/Hif1a/Sp1/Acvr2b/Bmpr1b/Runx2/Cbfb/Rest/P2rx7/Bpnt2/Ift80/Sp3/Fermt2/Bmp2/Tob1/Fat4/Slc26a2/Wwtr1/Gja1/Gsk3b/Lrp6/Tent5a/Snai2/Slc8a1/Zbtb16/Rassf2/Chsy1/Apc/Ank/Igfbp5/Mn1/Gabbr1/Mapk1/Nipbl/Il6st/Casr/Csf1/Atp2b1/Ctnnb1/Jag1/Ddr2/Suco/Gdf10/Sfrp2/S1pr1/Snx10/Tnfrsf11a/Runx1/Rsad2/Ifi204/Ptger4/Wnt5a/Sh3pxd2b/Adar/Asf1a/Vdr/Rhoa/Pias2/Crim1/Fndc3b/Aspn/Cdk6/Bmpr1a/Ddx5/Mef2c/Csgalnact1/Twsg1/Tnn/Smad7/Dhx36/Mef2d/Eif2ak3/Tgfbr3/Bmpr2/Hdac8/Mapk8/Intu/Tob2/Nab1/Bcor/Vegfc/Fgfr2/Ptpn11/Gpm6b/Mmp13/Fgf2/Ano6/Kremen1/Pex7/Fstl3/Notch1/Dnm3os/Axin2/Nf1/Tcf7l2/Fbxo5/Smad3/Tapt1/Ppargc1b/Acvr1/Txlng/Ski/Creb3l1/Klf10/Smad4/Lrp4/Smad5/Zmpste24/Ext1/Ranbp3l/Zhx3/Ccn4/Gpld1/Sik3/Smad1/Noct/Smo/Satb2/Map3k7/Prkaca/Scube3",144
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","160/5073","478/22841",7.47820337436474e-09,2.47671896212121e-07,1.48748337640078e-07,"Kif20b/Nabp1/Chfr/Met/Ccdc8/Hecw2/Rrm2b/Angel2/Bcl2/Plcb1/Rdx/Cdkn1b/Igf1/Ptch1/Zwint/Mbd4/Tmod3/Pbx1/Sde2/Rbl1/Pim3/Atm/Cenpe/Cenpj/Gas1/Hus1/Cdc14a/Kcna5/Pkd2/Rad21/Sirt1/Pten/Pkia/Dcun1d3/Ccnd2/Jade1/Phip/Tom1l1/Heca/Crlf3/Rbl2/Gigyf2/Zfp36l1/Zfp830/Appl1/Egf/Ccnd1/Cacnb4/Cul4a/Apc/Gen1/Adamts1/Cyld/Dlg1/Cul4b/Vps4b/Brca2/Cdc14b/Igf1r/Taok1/Ptpn3/Nusap1/Appl2/Ythdc2/Cep192/Kmt2e/Ctnnb1/Mecp2/Dusp3/Pkn2/Ddr2/App/Pkd1/Atf2/Pafah1b1/Zfp207/Zc3h12d/Rbm38/Stat5b/Ttc28/Chmp4c/Edn3/Nacc2/Eif4g1/Bub1b/Camk2d/Casp2/Dynlt3/Btg2/Crebbp/Ankrd17/Sdcbp/Cdc27/Tert/Rb1/Dact1/Zfp36l2/Hacd1/Ctdspl/Timp2/Ttl/Adam17/Prkca/Klf4/Insr/Ints13/Mtbp/Tgfa/Stat5a/Rps6kb1/Ccnh/Smoc2/Esr1/Meis2/Rad51c/Fgfr2/Ptpn11/Trim39/Ezh2/Ctdsp2/Lmnb1/Fzd3/Mad2l1/Ccng1/Zfp655/Wac/Cdk7/Ddx3x/Nkx3-1/Chek2/Mdm2/Thap1/Rad17/Fbxo5/Btc/Acvr1/Fhl1/Brd4/Ino80/Hnrnpu/Usp47/Cdkn1a/Zmpste24/Pdgfb/Dync1li1/Cdc42/Cdk2/Psme3/Mre11a/Plk3/Trrap/Ywhah/Eif4e/Prkdc/Btg1/Hyal1/Sin3a/Foxn3/Rad50/Iqgap1",160
"GO:0019827","GO:0019827","stem cell population maintenance","72/5073","173/22841",7.81311861457368e-09,2.5480333767528e-07,1.5303138339071e-07,"Rif1/Ddx6/Sav1/Yap1/Tbx3/Med14/Prrx1/Tet1/Sfrp1/Tut4/Kdm4c/Cdh2/Rest/Nfya/Stag2/Kat6a/Tead4/Cul4a/Apc/Nkap/Jmjd1c/Prox1/Arid1a/Ss18/Ncoa3/Nipbl/Mtf2/Stat3/Mettl14/Lig4/Loxl2/Tead1/Cnot1/Mettl3/Crebbp/Foxo3/Zfp36l2/Kdm3a/Bcl9/Hook3/Bmpr1a/Sox4/Braf/Ldb2/Klf4/Igf2bp1/Smc5/Mapk8/Zfp322a/Kit/Prdm16/Wnt9b/Vangl2/Taf5l/Tcf7l2/Wdr43/Dicer1/Ski/Med30/Klf10/Fut10/Cnot2/Dll1/Kdm2b/Phf19/Foxo1/Eif4e/Med15/Smo/Sall1/Zc3h13/Lsm1",72
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","148/5073","435/22841",8.19026855302662e-09,2.6158195283827e-07,1.57102526513598e-07,"Cyp1b1/Peli1/Pura/Sav1/Cflar/Trim34a/Tfrc/Mbtps2/Lrrfip1/Fzd1/Clock/Ptch1/Dnaja3/Tut4/Mtpn/Vegfa/Pbx1/Ikbkg/Syk/Ppargc1a/Chuk/Nlrc4/Bcl10/Pim1/Pkd2/Med13/Erbin/Sirt1/Slco3a1/Cd200/Pten/Carf/Hipk2/Bmp2/Mid2/Nr1h4/Camk1d/Malt1/Kat6a/Cav1/Ankrd42/Il1rap/Cd36/Lrp6/Ror1/Ep300/Eif2ak2/Crebzf/Itch/Nlrc5/Trim30d/Kdm5a/Prkci/Cyld/Jmy/Prox1/Mapk1/Trib2/Egln1/Ncoa3/Trim14/Arid5b/Igf1r/Mturn/Itgb2l/Stat3/Trim12c/Hr/Paxip1/Tlr3/Ctnnb1/Mtdh/Tirap/Ddr2/Fzd4/Fzd6/App/Pkd1/Tnfrsf11a/Atf2/Dhx33/Tlr4/Wnt5a/Trim25/Neurog2/Crebbp/Irak3/Pias2/Rb1/Lrp8/Fer/Itgb2/Trim21/Tnfaip3/Bdnf/Dab2ip/Cacna1d/Smad7/Klf4/Pkhd1/Reln/Tgfbr3/Ar/Kras/Plpp3/Anxa4/Rps6ka5/Cat/Traf3/Esr1/Rnf2/Sfrp4/Ezh2/Kit/Usp7/Erc1/Irak1/Ntrk1/Stk36/Nkx3-1/Ube2n/Trib1/Tcf7l2/Trim5/Irak2/Ppargc1b/Rab7b/Rnf41/Trim68/Eif2ak4/Sri/Adgrg3/Zc4h2/Eda/Jak2/Nod2/Rhebl1/Map3k13/Prdx3/Fcgr2b/Hdac2/Sp100/Taf3/Smo/Stk3/Trim30a/Crtc3/E130311K13Rik",148
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","74/5073","180/22841",9.18151050601288e-09,2.89104508149923e-07,1.73632195050189e-07,"Calcrl/Pik3r1/Foxj2/Cdkn1b/Igf1/Vegfa/Ralbp1/Hif1a/Gnaq/Ppargc1a/Ace2/Gnai3/Pten/Bmp2/Cav1/Gsk3b/Thbs1/Rgs5/Npr3/Pdgfd/Frs2/Gna13/Adamts1/Igfbp5/Ogn/Tgfbr2/Igf1r/Ern1/Ctnnb1/Ddr2/S1pr1/Prkg1/Stat5b/Pdcd4/Itgb3/Tlr4/Pik3ca/Camk2d/Rhoa/Tert/Bmpr1a/Tnfaip3/Mef2c/Prkca/Klf4/Mef2d/Bmpr2/Rps6kb1/Skp2/Esr1/Nampt/Fgfr2/Zfp143/Fgf2/Shc1/Irak1/Flt1/Mfn2/Mdm2/Htr1b/Trib1/Tcf7l2/Hbegf/Comt/Cdh13/Cdkn1a/Jak2/Pdgfb/Ccn4/Hmgcr/Egr1/Alox12/Prkdc/Foxp1",74
"GO:0051962","GO:0051962","positive regulation of nervous system development","126/5073","358/22841",1.11430251427365e-08,3.4408800344141e-07,2.0665452680173e-07,"Il33/Rtn4/Epha4/Met/Pik3r1/Rab21/Lpar3/Igf1/Slitrk6/Vegfa/Robo1/Hif1a/Adnp/Caprin1/Sema7a/Cask/Qk/Ache/Zeb2/Marcks/Nrp1/Xrcc2/Rheb/Bmp2/Nptn/Etv5/Gsk3b/Il1rap/Afdn/Actr2/Rufy3/Rgs14/Thbs2/Fmr1/Synj1/Bhlhb9/Dag1/Prkci/Picalm/Man2a1/Kdr/Dnm1l/Adgrl2/Shtn1/Il6st/Dlg5/Robo2/Lig4/Ctnnb1/Cyfip1/Opa1/Cdkl5/Ss18l1/Cdh4/Ntrk3/Pafah1b1/Nin/Macf1/Plxna4/Cxcl12/Lrrn1/Kalrn/Ankrd27/Skil/Pias2/Ephb1/Lrp8/Tbc1d24/Plxna2/Tiam1/Bdnf/Sema5a/Jade2/Braf/Map2k1/Prkca/Numb/Plxnc1/Dhx36/Reln/Clstn2/Flrt2/Bmpr2/Shank3/Golga4/Stau2/Mapk8/Actr3/Ndel1/Spen/Serpine2/Vegfc/Kit/Fzd3/Flt1/Plxna3/Agrn/Ntrk1/Nrg1/Cux2/Amigo3/Mfn2/Plxna1/Notch1/Il34/Lyn/Mme/Tiam2/Dicer1/Amigo2/Dixdc1/Atxn1/Efna5/Srpx2/Eef2k/Enpp2/Map3k13/L1cam/Hdac2/Nlgn2/Caprin2/Smo/Sh3glb1/Cdkl3/Flrt3/Ptpra",126
"GO:0050803","GO:0050803","regulation of synapse structure or activity","101/5073","271/22841",1.15420611785117e-08,3.54696418524263e-07,2.13025795131741e-07,"Epha4/Abhd17b/Negr1/Pik3r1/Homer1/Six4/Slitrk6/Fzd1/Cdh2/Adnp/Syngap1/Magi2/Caprin1/Pdlim5/C1ql3/Ube3a/Cask/Pten/Marcks/Rheb/Etv5/Gsk3b/Il1rap/Adam10/Afdn/Actr2/Malat1/Thbs2/Fmr1/Nrp2/Bhlhb9/Dag1/Picalm/Arhgap44/Abi2/Dnm1l/Adgrl2/Arf4/Egln1/Setd5/Cttnbp2/Gpm6a/Dlg5/Lrrk2/Epha7/Mecp2/Cyfip1/Opa1/Cdkl5/Vps35/App/Ntrk3/Pafah1b1/Ppp1r9a/Zdhhc15/Shank2/Lrrn1/Kalrn/Wnt5a/Eif4g1/Rhoa/Ephb1/Lrp8/Tanc1/Bdnf/Mef2c/Hnrnpk/Dab2ip/Prkca/Dhx36/Reln/Clstn2/Flrt2/Shank3/Stau2/Actr3/Sparcl1/Gpc4/Agrn/Ntrk1/Cux2/Amigo3/Myh10/Mfn2/Ctnna2/Zmynd8/Septin11/Tanc2/Amigo2/Efna5/Srpx2/Lrp4/Eef2k/Dnm3/Cdc42/Fcgr2b/Abhd17c/Nlgn2/Caprin2/Flrt3/Chmp2b",101
"GO:0050673","GO:0050673","epithelial cell proliferation","158/5073","475/22841",1.49671287380588e-08,4.45769087918042e-07,2.67722788952819e-07,"Aqp11/Acvr2a/Rtn4/Lims1/Pura/Sav1/Yap1/Cflar/Cxadr/Bcl2l2/Azin1/Mtss1/Synj2bp/Ift57/Atp7a/Nras/Six4/Cdkn1b/Igf1/Pdcl3/Ptch1/Sfrp1/Vegfa/Lgr4/Rictor/Robo1/Sp1/Klf9/Chuk/Col8a1/Gas1/Cask/Zfp36/Ift80/Sirt1/Pten/Ccnd2/Itpr1/Ptprm/Bmp2/Med1/Cav1/Gja1/Zfp36l1/Lrp6/Ednra/Stxbp4/Snai2/Thbs1/Egf/Itga4/Krit1/Rgn/Ccnd1/Erbb4/Nr2f2/Frs2/Jcad/Apc/B4galt1/Efnb2/Sgpp2/Kdr/Col4a3/Dlg1/Igfbp5/Prox1/Rreb1/Brca2/Mapk1/Ern1/Stat3/Cldn1/F3/Ctnnb1/Fermt1/Loxl2/Wdr13/Sfrp2/Stat1/Atf2/Itgb3/Cav2/Tgfbr1/Cxcl12/Alms1/Wnt5a/Vdr/Prkx/Wdr48/Rb1/Cdk6/Bmpr1a/Vstm4/Tnfaip3/Mef2c/Etv4/Sema5a/Dab2ip/Sulf1/Adam17/Cdh1/Map2k1/Prkca/Pkhd1/Notch2/Mcc/Pik3cb/Irf6/Tgfbr3/Bmpr2/Ar/Ednrb/Tgfa/Thbs4/Stat5a/Intu/Dusp10/Esr1/Vegfc/Fgfr2/Kit/Ift88/Akt3/Nrarp/Fgf2/Flt1/Ehf/Esrp2/Aggf1/Nkx3-1/Notch1/Kdm5b/Thap1/Nf1/Tcf7l2/Smad3/Dicer1/A4gnt/Cdh13/Nfib/Ptprk/Pdgfb/Nod2/Cdc42/Aldh1a2/Errfi1/Nr1d1/Ctsl/Agtr1a/Ppp1r16b/Prkdc/Smo/Esrp1/Foxp1/Sulf2/Hyal1/Tek",158
"GO:0090407","GO:0090407","organophosphate biosynthetic process","159/5073","479/22841",1.57990559247032e-08,4.63863276386215e-07,2.78589909917088e-07,"ATP8/Impa1/Bpnt1/Acat1/Far1/Pank2/Dld/Piga/Adcyap1r1/Chpt1/Efr3b/Idi1/Paics/Pik3r1/Gucy1b1/Dlat/Pank1/Nadk2/Gk/Pik3c2a/Rrm2b/Pla2g4a/Abhd5/Socs7/Slc25a13/Cmpk1/Dgkh/Sgms2/Smg1/Tmem38b/Papss1/Etnk1/Pdhx/Pdha1/Fam126b/Pign/Pi4k2b/Pgap1/Socs4/Nadk/Lpgat1/Gucy1a1/Ppargc1a/Ippk/P2ry1/Pigg/Bpnt2/Pank3/Fam126a/Hmgcs1/Pigw/Nr1h4/Pik3c2b/Pgap2/Dgkg/Cmpk2/Prps2/Pigh/Adcy9/Pigm/Ppat/Nus1/Selenoi/Samd8/Erbb4/Ppara/Adss/Atg14/Pfas/Pcyt1a/Atic/Serinc1/Acsl4/Ak3/Gk5/Mapk1/Scp2/Adcy6/Plek/Stat3/Gphn/Prps1l3/Ppip5k2/Dck/Tpk1/Dip2a/Pip5k1a/Ldhd/Serac1/Dgke/Acly/Adgrf5/Dgkd/Sgms1/Ido2/Ak4/Dpm1/Pik3c2g/Dctd/Pik3ca/Hprt/Pigl/Serinc5/Socs5/Pdk3/Ppip5k1/Ipmk/Capn2/Hexb/Pdk4/Oasl2/Pik3cg/Gpat3/Pip5k1b/Lpin1/ATP6/Entpd1/Map2k1/Pigk/Pik3cb/Pklr/Kmo/Socs6/Nampt/Fgf2/Gnpat/Sptlc1/Parp1/Pid1/Flcn/Sptlc2/Cept1/Rfk/Gart/Acsl1/Acss2/Pi4ka/Ormdl1/Lpcat3/Pdk1/Idh1/Pdgfb/Ctps/Abca8b/Pigb/Socs2/Mboat1/Pip4k2a/Uvrag/Pip4k2c/Abca2/Adcy7/Ampd3/Sh3glb1/Abca8a/Plscr1/Mpc1/Nmrk1/Cish",159
