"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006839","GO:0006839","mitochondrial transport","63/3322","153/22841",8.51808500937878e-16,1.84446962185227e-13,1.6418128512438e-13,"Mpv17l/Mul1/Ppif/Mipep/Tmem14c/Tmem14a/Fbxo7/Bcl2l1/Bag4/Mterf4/Romo1/Atpif1/Bak1/Bcap31/Pmpcb/Cnp/Slc25a46/Maip1/Dnajc19/Dnajc15/Rhot1/Acaa2/Tomm7/Bid/Bnip3/Alkbh7/Fis1/Bbc3/Mtx2/Kifbp/Aip/Grpel1/Immp1l/Spg7/Bnip3l/Timm9/Them4/Timm22/Timm10/Bok/Bloc1s2/Timm13/Pam16l/Mff/Slc25a14/Immp2l/Tomm5/Timm21/Tomm22/Prkn/Mtch2/Vdac2/Flvcr1/Sh3glb1/Parl/Timm8a1/Chchd4/Dnlz/Tmem102/Slc25a5/Timm50/Slc25a4/Trmt10b",63
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","131/3322","451/22841",1.00688806280974e-15,2.09810880474825e-13,1.86758402422707e-13,"Haao/Upp2/Ido2/Nudt7/Ldhd/Pgam1/Gcdh/Uck1/Pmvk/Kmo/Sult1b1/Acadsb/Aldoc/Uox/Prpsap2/Acss2/Keg1/Ak3/Upb1/Acacb/Pdk2/Pipox/Upp1/Nmnat1/ATP6/Urad/Dera/Nudt16/Tpi1/Mcee/Mccc2/Qprt/Dpyd/Nudt19/Sult2a8/Pdhx/Park7/Enpp5/Acot11/Nmnat3/Tk2/Bcl2l1/Atp5g3/COX2/Rnaseh2b/Tdo2/Suclg1/Atp5k/Kynu/Acot7/ATP8/Atp5j2/Esrrb/Acsl5/Pdk1/Rrm2b/Galt/Sucla2/Pde9a/Nudt2/Acly/Atp5j/Atp5e/Urah/Pnp/Mvk/Mvd/Nt5m/Paics/Rasl2-9/Smpdl3a/Dck/Fhit/Shmt1/Enpp3/Cnp/Ndufc2/Dut/Atp5o/Prps2/Atp5c1/Atp5pb/Pnp2/Pgk1/Hmgcs1/Suclg2/Oxsm/Acaa2/Naxe/Atp5l/Mthfd2l/Nudt14/Atp5d/Gimap9/Dlat/Cmpk1/Atp5g1/Nt5c3/Fasn/Atp5h/Rab23/Hprt/Adk/Rfk/Gpam/Hint1/Mapk1/Nt5c/Nudt13/Stoml2/Baat/Dld/Prkn/Mtch2/Glyat/Adssl1/Mpc2/Nme4/Pid1/Uqcc3/Nme1/Oas1a/Gale/Nme7/G6pdx/Rrm2/Khk/Bpgm/Antkmt/Cs/Ppcs",131
"GO:0032543","GO:0032543","mitochondrial translation","41/3322","76/22841",1.03815378760428e-15,2.09810880474825e-13,1.86758402422707e-13,"Taco1/Mrps14/Rmnd1/Mtrf1/Uqcc2/Nsun4/Rpusd3/Ptcd3/Mrps35/Mrps27/Mrpl44/Mrps15/Mrps21/Mrpl43/Ndufa7/Mrpl2/Mrps11/Mtg2/Malsu1/Coa3/Chchd1/Mrps16/Mrps12/Gatb/Mrps18a/Mrpl57/Mrps6/Mrps28/Mrps2/Mrpl51/Mrps25/Rpusd4/Mrpl16/Mrpl47/Yars2/Mrpl58/Trmt10c/Cdk5rap1/Ngrn/Lars2/Tsfm",41
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","42/3322","86/22841",4.5524274849174e-14,8.62542745032943e-12,7.67772885367484e-12,"Gls2/Haao/Prodh/Hoga1/Kmo/Phyh/Adhfe1/Ass1/Got1/Asl/Mdh1/Oat/Aldh4a1/Aadat/Nags/Fh1/Qprt/Idh1/Suclg1/Sdhb/Acmsd/Kynu/Dhfr/Nit2/Aldh1l1/Sucla2/Acly/Glud1/Prodh2/Shmt1/Ddo/Sdhaf3/Aasdhppt/Mthfd2l/Idh3b/Mrps36/Dld/Nr1h4/Me1/Adssl1/Cs/Idh3a",42
"GO:1901657","GO:1901657","glycosyl compound metabolic process","39/3322","77/22841",7.98934212159775e-14,1.46786003888628e-11,1.30658236227852e-11,"Upp2/Ahcy/Ahcyl/Uox/Prpsap2/Upb1/Gnmt/Upp1/Urad/Dera/Dpyd/Tk2/Akr1c20/Macrod1/Fuca1/Macrod2/Akr1c6/Akr1a1/Urah/Pnp/Dck/Prps2/Abcg2/Pnp2/Tyw5/Nudt1/Cbr4/Gamt/Nt5c3/Fuca2/Pcmt1/Hprt/Adk/Pycrl/Gla/Oard1/Abhd10/Akr1b3/Lcmt2",39
"GO:1990748","GO:1990748","cellular detoxification","27/3322","42/22841",2.35304636519604e-13,3.96292225338434e-11,3.52750547203512e-11,"Mtarc1/Cat/Adh4/Prdx6/Rdh11/Aldh1a7/Park7/Adh5/Gstm7/Sesn1/Prdx2/Dhfr/Akr1a1/Aldh1a1/Ambp/Mtarc2/Abcg2/Esd/Sod1/Selenot/Ccs/Prdx1/Fancc/Pim1/Aldh2/Gstm5/Cd36",27
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","70/3322","201/22841",4.72450634037818e-13,7.5380741951876e-11,6.7098459853515e-11,"Gstt3/Ggt6/Iyd/Ahcy/Hoga1/Ahcyl/Glo1/Gstk1/Sult1b1/Mgst1/Clic5/Nat8f1/Ass1/Asl/Gstt1/Nat8f7/Gnmt/Pipox/Gstm6/Cpq/Slc22a4/Gstz1/Sult2a8/Gpx1/Ptdss2/Park7/Nat8/Idh1/Gstm7/Gsta4/Ethe1/Bhmt/Dmgdh/Dhfr/Gsta3/Aldh1l1/Ggact/Shmt1/Hbb-bt/Hbb-b1/Hagh/Mthfsl/Ptges2/Bhmt2/Chac2/Aldh9a1/Arl6ip5/Sod1/Lipc/Ctsb/Pla2g15/Aasdhppt/Mthfd2l/Pcyox1/Mthfs/Gstp1/Gamt/Abhd12/Pcmt1/Bbox1/Gsto1/Ggh/Nat8f5/Gsta2/Gstm5/Clic1/Nat8f2/G6pdx/Gatm/Gsta5",70
"GO:0090407","GO:0090407","organophosphate biosynthetic process","129/3322","479/22841",7.71476204107789e-13,1.19934877577065e-10,1.06757314398398e-10,"Haao/Ido2/Chpt1/Fitm1/Ldhd/Etnk2/Gcdh/Uck1/Pmvk/Kmo/Prpsap2/Acss2/Ak3/Apoa2/Acacb/Pdk2/Upp1/Nmnat1/ATP6/Tmem38b/Fdps/Tpi1/Qprt/Ormdl1/Ptdss2/Pdhx/Agpat2/Nmnat3/Erbb4/Capn2/Bcl2l1/Atp5g3/COX2/Plaat3/Idh1/Pyurf/Idi1/Tpk1/Cps1/Abhd5/Atp5k/Kynu/Acot7/ATP8/Atp5j2/Acsl5/Pdk1/Rrm2b/Apoa1/Nudt2/Acly/Pigyl/Atp5j/Atp5e/Inpp1/Pnp/Mvk/Mvd/Paics/Dck/Shmt1/Ndufc2/Dut/Atp5o/Dhrs7b/Prps2/Atp5c1/Atp5pb/Pnp2/Pdgfa/Hmgcs1/Pigp/Hdhd5/Atg14/Ptpmt1/Pik3c2b/Pi4k2a/Atp5l/Mthfd2l/Pigx/Socs7/Pgap2/Hexb/Atp5d/Cish/Adcyap1r1/Dlat/Fabp5/Cmpk1/Dpm3/Atp5g1/Atp5h/Pigc/Mocos/Hprt/Fam126a/Adk/Gpat2/Rfk/Gpam/Mapk1/Socs5/Stoml2/Pigh/Bpnt1/Dld/Nr1h4/Prkn/Adssl1/Mpc2/Pth1r/Nme4/Pik3r3/Pid1/Sh3glb1/Piga/Uqcc3/Nme1/Oas1a/Nme7/G6pdx/Pip5k1a/Rrm2/Agpat5/Ippk/Antkmt/Pnpla3/Ppcs/Cept1",129
"GO:0007006","GO:0007006","mitochondrial membrane organization","46/3322","107/22841",9.98935452390799e-13,1.51413641196135e-10,1.34777422747569e-10,"Mpv17l/Mul1/Ppif/Tmem14a/Bcl2l1/Mtfp1/Oma1/Romo1/Atpif1/Tmem11/Bak1/Cnp/Maip1/Apool/Rhot1/Acaa2/Cibar1/Bid/Bnip3/Alkbh7/Micos13/Bbc3/Spg7/Bnip3l/Timm9/Them4/Timm22/Timm10/Bok/Bloc1s2/Pex5/Timm13/Chchd3/Chchd6/Tomm22/Mtch2/Vdac2/Apoo/Sh3glb1/Uqcc3/Adck1/Tmem102/Slc25a5/Timm50/Slc25a4/Trmt10b",46
"GO:0009636","GO:0009636","response to toxic substance","49/3322","121/22841",2.7543505657009e-12,4.07307987313282e-10,3.62555978186098e-10,"Cyp2f2/Mtarc1/Cat/Ass1/Inmt/Adh4/Slc22a18/Prdx6/Rdh11/Aldh1a7/Gpx1/Park7/Slc23a1/Adh5/Gstm7/Sesn1/Prdx2/Dhfr/Gsta3/Akr1a1/Aldh1a1/Slc17a3/Ambp/Bak1/Mtarc2/Cnp/Abcg2/Esd/Sod1/Selenot/Blmh/Ccs/Prdx1/Ttpa/Fancc/Xpa/Mapk1/Fas/Pim1/Prkn/Glyat/Aldh2/Pon1/Gstm5/Pon2/Slc18a2/Cd36/Abtb2/Cyp1a1",49
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","48/3322","120/22841",7.79061758142321e-12,1.12463129514688e-09,1.00106507117686e-09,"Mpv17l/Mul1/Ppif/Tnfsf10/Tmem14a/Gpx1/Erbb4/Higd1a/Bcl2l1/Atg3/Bmf/Dap3/Atpif1/Pnp/Triap1/Bak1/Rhot1/Acaa2/Bid/Bnip3/Fis1/Bbc3/Bnip3l/Psmd10/Them4/Mcl1/Fam162a/Bok/Bik/Bloc1s2/Jtb/Fas/Pam16l/Mff/Cideb/Prkn/Mtch2/Vdac2/Rnf7/Fxn/Sh3glb1/Pycard/Parl/Tmem102/Slc25a5/Timm50/Casp1/Slc25a4",48
"GO:0070585","GO:0070585","protein localization to mitochondrion","42/3322","102/22841",5.16294774299287e-11,6.52144836786787e-09,5.80491953472028e-09,"Mipep/Fbxo7/Bag4/Mterf4/Romo1/Atpif1/Bcap31/Pmpcb/Maip1/Dnajc19/Dnajc15/Tomm7/Tspo/Bid/Fis1/Bbc3/Aip/Grpel1/Immp1l/Bnip3l/Timm9/Timm22/Timm10/Bag1/Timm13/Pam16l/Mff/Immp2l/Tomm5/Timm21/Tomm22/Prkn/Mtch2/Sh3glb1/Parl/Timm8a1/Chchd4/Rnf186/Isg15/Dnlz/Timm50/Trmt10b",42
"GO:0008033","GO:0008033","tRNA processing","46/3322","118/22841",6.00525439508651e-11,7.43058314232847e-09,6.61416525963663e-09,"Grsf1/Tprkb/Tsen54/Trmt2b/Trit1/Hsd17b10/Rpp40/Lsm6/Zbtb8os/Fars2/Polr3k/Trmt9b/Mtfmt/Nsun4/Elp6/Tyw5/Dalrd3/Lage3/Mto1/Osgepl1/Trmt1l/Trnt1/Trmt5/Rpp30/Tsen15/Nsun6/Urm1/Rpusd4/Clp1/Rpp21/Dtwd2/Dph3/Pop7/Trmt11/Rpp25l/Dtwd1/Dus4l/Mettl6/Trmt10a/Ftsj1/Trmt10c/Cdk5rap1/Mettl2/Bcdin3d/Lcmt2/Trmt10b",46
"GO:0008202","GO:0008202","steroid metabolic process","94/3322","337/22841",1.2973380318073e-10,1.54230597781327e-08,1.37284872839547e-08,"Tm7sf2/Ces1e/Hsd3b5/Rdh16/Cyb5r3/Ebp/Dhcr7/Nsdhl/Pmvk/Slc27a5/Fdx1/Ugt1a5/Srd5a1/Akr1d1/Cyp2r1/Cat/Cyp27a1/Scd1/Dhrs11/Erg28/Apoa2/Apon/Hsd17b12/Cyp2d22/Sc5d/Ebpl/Fdps/Srd5a2/Rdh5/Cyp8b1/Sult2a8/Apoc1/Apoc3/Hsd17b10/Akr1c13/Akr1c12/Insig1/Akr1c20/Cyp1a2/Cyp7b1/Hsd11b1/Msmo1/Ugt2b1/Sult1a1/Hsd3b3/Apoa1/Akr1c6/Cyp51/Stard4/Saa1/Akr1c19/Cyp3a13/Amacr/Mvk/Mvd/Scap/Sqle/Fdxr/Lss/Apof/Hmgcs1/Sod1/Rdh7/Lipc/Foxa2/Tspo/Hsd17b2/Serpina12/Slc37a4/Hint2/Gc/Cyp7a1/Afp/Apoe/Ces1g/Asah1/Pex2/Sdr42e1/Baat/Npc2/Nr1h4/Pon1/Cyp3a11/G6pdx/Rdh16f2/Fdft1/Ddx20/Tiparp/Cyp3a41a/Nr5a2/Cyp2b10/Spp1/Cyp1a1/Snai2",94
"GO:0010821","GO:0010821","regulation of mitochondrion organization","51/3322","143/22841",2.52206653297211e-10,2.94063257488652e-08,2.61753747258057e-08,"Mpv17l/Mul1/Sirt7/Ppif/Mief2/Tnfsf10/Tmem14a/Fbxo7/Gpx1/Higd1a/Bcl2l1/Bmf/Oma1/Atpif1/Tmem135/Triap1/Bak1/Vdac1/Rhot1/Acaa2/Tspo/Bid/Bnip3/Fis1/Bbc3/Bnip3l/Psmd10/Endog/Fam162a/Bok/Bik/Pld6/Fas/Pam16l/Mff/Pgam5/Stoml2/Cideb/Prkn/Mtch2/Prmt6/Fxn/Ssbp1/Sh3glb1/Pycard/Parl/Adck1/Tmem102/Slc25a5/Casp1/Slc25a4",51
"GO:0006805","GO:0006805","xenobiotic metabolic process","46/3322","124/22841",4.22146045820578e-10,4.65358450147303e-08,4.14228282664517e-08,"Cyp2f2/Cyp2d9/Sult1b1/Tpmt/Ugt1a5/Cyp2r1/Gstt1/Cyp2j5/Cyp2d22/Cyp2u1/Cyp2d12/Sult2a8/Akr1c13/Akr1c12/Cyp1a2/Cyp2c55/Gstm7/Cyp2c50/Gsta4/Cyp2d10/Cyp2j6/Ugt2b1/Gsta3/Sult1a1/Cyp2c54/Cyp2d34/Cyp2c70/Cryz/Cyp2c29/Aip/Cyp2d11/Gstp1/Cyp2c37/Gsto1/Gsta2/Cyp2c67/Gstm5/Cyp2c69/Cyp2a12/Cyp3a11/Cyp3a41a/Gsta5/Cyp2g1/Cyp2b10/Cyp2a5/Cyp1a1",46
"GO:0006626","GO:0006626","protein targeting to mitochondrion","33/3322","76/22841",1.13962942858155e-09,1.19130572853275e-07,1.06041380768378e-07,"Mipep/Fbxo7/Bag4/Mterf4/Romo1/Atpif1/Bcap31/Pmpcb/Dnajc19/Dnajc15/Tomm7/Bid/Fis1/Aip/Grpel1/Immp1l/Bnip3l/Timm9/Timm22/Timm10/Timm13/Pam16l/Mff/Immp2l/Tomm5/Timm21/Tomm22/Parl/Timm8a1/Chchd4/Dnlz/Timm50/Trmt10b",33
